Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-02-07,February,7,2022,Monday,https://www.crossfitinvictus.com/wod/February-7-2022-performance/,".
Thoracic Iso Holds
Followed by…
One Set:
Banded Dead Bug Iso Hold
x 2 minutes
Banded Clamshell Hold
x 1 minute per side
Forward Cross Crawl
x 1 minute per side
Straight Leg Iso Raise
x 1 minute per side
Cross Under Lunge
x 1 minute per side
Fire Hydrant Iso Hold
x 90 seconds per side
Followed by…
Two sets of:
Russian Baby Makers
x 10 reps
Cossack Squats x 10 alternating reps
Then…","Every 2 minutes, for 16 minutes (10 sets):
2 Clean Lift-Offs + Power Clean
Build over the course of the 8 sets to something heavy. A Clean Lift-Off is the first portion of the clean, from the ground to the knees. Keep your torso angle consistent through all phases of this lift-off, and pause 2-seconds at the knees each lift-off. After your second lift-off, reset and perform a power clean.","Five rounds for time of:
400 Meter Run
6 Ground to Overhead (155/105 lbs)
12 Pull-Ups"
2022-02-08,February,8,2022,Tuesday,https://www.crossfitinvictus.com/wod/February-8-2022-performance/,".
DROM Series
x 4-6 reps per drill
Followed by…
Banded Clam Shells
x 10 reps + 20 seconds iso hold per side
Banded Fire Hydrant
x 10 reps + 20 seconds iso hold per side
Banded Cross Under Lunge
x 10 reps per side
Followed by…
Three rounds of:
30 Double-Unders or 30 Seconds of Double-Under attempts
5 Donkey Kicks
10 Cossack Squats
Then…","Every 2 minutes, for 10 minutes (5 sets):
Back Squat
*Set 1 – 5 reps @ 55%
*Set 2 – 5 reps @ 65%
*Set 3 – 3 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 2 reps @ 90%
Followed by…
Every 3 minutes, for 9 minutes (3 sets):
Back Squat x 4-5 reps @ 85%","Every minute, on the minute, for 4 minutes for max reps or calories:
Station 1 – 30 seconds of Assault Bike or Rowing
Station 2 – 30 seconds of Dumbbell or Kettlebell Front Squats
Station 3 – 30 seconds of Devil’s Press
Station 4 – Rest
When the running clock reaches 5:00, perform the following…
Every 3 minutes, for 15 minutes (5 sets) for times of:
-Number of calories completed during 30 second max effort
-Number of Dumbbell or Kettlebell Front Squats completed during 30 second max effort
-Number of Devil’s Press completed during 30 second max effort"
2022-02-09,February,9,2022,Wednesday,https://www.crossfitinvictus.com/wod/February-9-2022-performance/,".
4 Minutes of Calf & Hamstring Mobility of Your Choice
4 Minutes of Hip Flexor & Quad Mobility of Your Choice
Use the
Mind Muscle Playlist
for ideas!
Post questions here or
email the man
himself.
Followed by…
Tabata Fun! x 3 sets (rest 10 seconds between stations):
Station 1 – Frog Jumps x 20 seconds
Station 2 – Rotational Medicine Ball Throws (left) x 20 seconds
Station 3 – Rotational Medicine Ball Throws (right) x 20 seconds
Then…
Complete as many rounds and reps as possible in 30 minutes of:
500 Meter Row or 400 Meter Run
40 Double-Unders
300-Foot Farmer’s Carry (32/24 kg KBs)
20 Kettlebell Swings (32/24 kg)
10 Strict Pull-Ups",,
2022-02-10,February,10,2022,Thursday,https://www.crossfitinvictus.com/wod/February-10-2022-performance/,".
Shoulder Circuit
Bicep Openers
x 10 reps
Xiopang
x 10 reps
Bent Over Rows
x 10 reps
Bicep Curl + Push
x 10 reps
Followed by…
Three sets of:
Bear Crawl x 20 steps forward
Bear Crawl x 20 steps backward
(Sub Box Bear Crawls x 45-60 seconds if space is limited)
Suitcase Carry x 50′ feet each arm
(Keep the shoulders square – no leaning)
Then…","Every 2 minutes, for 16 minutes (8 sets):
Shoulder Press x 2 reps @ 21X1
Start at approximately 70% of your 1-RM and build over the course of the 8 sets to the heaviest possible double.","Two rounds for time of:
25 Calories of Rowing
20 Single-Arm Dumbbell Push Press* (55/35 lbs)
15 Toes to Bar
10 Burpees
*For the Single-Arm Dumbbell Push Press, hold two dumbbells or kettlebells in the front racked position, then perform 10 reps with one arm while holding the other DB/KB in the front racked position. You must perform 10 reps on one arm before switching to the next arm – 10 Left, 10 Right."
2022-02-11,February,11,2022,Friday,https://www.crossfitinvictus.com/wod/February-11-2022-performance/,".
“Mind Muscle Hip Hinge Warm-Up
Followed by…
Three sets of:
Right-Arm Suitcase Deadlift & Hold x 5 reps @ 2115
Med Ball Rotating Slams
(Right) x 10 Reps
Rest as needed
Left-Arm Suitcase Deadlift & Hold x 5 reps @ 2115
Med Ball Rotating Slams (Left) x 10 Reps
Rest as needed
Then…
“The Running Dead”
For time:
1600 Meter Run
50 Deadlifts (225/155 lbs)
50 Calories of Assault Bike
50 Dumbbell Box Step-Overs (55/35 lb DBs)
1600 Meter Run",,
2022-02-12,February,12,2022,Saturday,https://www.crossfitinvictus.com/wod/February-12-2022-performance/,".
Every minute, on the minute, for 12 minutes (3 sets):
Minute 1 – Prone Walk-Outs x 5 reps
Minute 2 – Row x 30 seconds
Minute 3 –
Russian Baby Makers
x 10 reps
Minute 4 – Burpee Broad Jumps x 3-5 reps
Then…
Teams of two will alternate movements to complete as many rounds and reps as possible in 24 minutes of:
3 Strict Handstand Push-Ups
6 Strict Pull-Ups
9 Goblet Squats (32/24 kg)
12 Push-Ups
15 Calories of Rowing
Partner A will do 3 handstand push-ups, Partner B does 6 pull-ups, Partner A does 9 goblet squats, Partner B does 12 push-ups, Partner A does 15 calories of rowing, then Partner B does 3 strict handstand push-ups, and so on…for the duration of the 24 minutes.",,
2022-02-14,February,14,2022,Monday,https://www.crossfitinvictus.com/wod/February-14-2022-performance/,".
“Mind Muscle” Full Body CARs Routine
Followed by…
Static Hang x 60 seconds (accumulate if needed)
Y’s, T’s & W’s x 5 reps each
Handstand Hold x 60 seconds (accumulate if needed)
Followed by…
Two Sets of:
Scapular Pull-Ups x 5
Plank Shoulder Taps x 10
Mountain Climbers x 20
Then…
“Cindy”
Complete as many rounds and reps as possible in 20 minutes of:
5 Pull-Ups
10 Push-Ups
15 Air Squats",,
2022-02-15,February,15,2022,Tuesday,https://www.crossfitinvictus.com/wod/February-15-2022-performance/,".
“Mind Muscle” Warm-Up for Hinging Movements
Followed by…
Three sets of:
5-8
Prone Walkouts
10-15
Banded Bent-Over Seasaw Rows
45-60 Second
Bodyweight GHD Back Extension Hold
(or Superman on Floor)
Rest as needed
Followed by…
Row for 3 minutes. Every 30 seconds, sprint for 5-7 strokes then resume your regular pace.
Then…
Every 6 minutes, for 30 minutes (5 sets) for times:
500 Meter Row
50 Double-Unders
12 Deadlifts (225/155 lbs)
Note times for each set, then total them, aiming for the lowest possible working time across the five sets.",,
2022-02-16,February,16,2022,Wednesday,https://www.crossfitinvictus.com/wod/February-16-2022-performance/,".
3 Minutes Assault Bike w/ Nasal Breathing Only
Followed by…
Static Hang x 60 seconds
Wall Slides x 60 seconds
Handstand Hold x 60 seconds
Followed by…
Two Rounds (ramp up intensity throughout):
5 calorie AB
5 Wall Climbs
5-Line Shuttle Run
Followed by…
Power Breathing Practice
**This is to ramp you up for the workout! It can also be used as a tool to down regulate your heart and breath. Please do not skip this!!**
Then…
“Roxy #2”
Two rounds for time of:
400 Meter Run
400 Meter Ski Erg or Row
400 Meter Run
20 Walking Lunges with Farmer’s Carry (24/16 kg KBs)
400 Meter Run
30 Wall Ball Shots (14/10 lbs)
400 Meter Run
400 Meter Row or Ski Erg
This workout mimics elements of a Hyrox race and will help individuals start to get a feel for pacing and approach. We’re excited about helping people prepare for recreational Hyrox races and showing up in force with Invictus members and followers at several upcoming races.",,
2022-02-17,February,17,2022,Thursday,https://www.crossfitinvictus.com/wod/February-17-2022-performance/,".
“Mind Muscle” Complete Snatch Warm-Up
Followed by…
Two Sets w/ PVC or empty barbell:
5 Muscle Snatch, 5 Overhead Squat
4 Power Snatch, 4 Overhead Squat
3 Squat Snatch, 3 Snatch Balances
2 Squat Snatch, 2 Press in Receiving
*Every new line means take a short break before moving to the next movements
Then…","Every 2 minutes, for 6 minutes (3 sets):
High Hang Snatch x 1 rep @ 70+%
Followed by…
Every 2 minutes, for 6 minutes (3 sets):
Hang Snatch x 1 rep @ 80+%
Followed by…
Every 2 minutes, for 6 minutes (3 sets):
Snatch x 1 reps @ 90-95%","Every 3 minutes, for 12 minutes (4 sets) for times:
20/15 Calories of Assault Bike
10 Burpee Box Jump-Overs (24″/20″)"
2022-02-18,February,18,2022,Friday,https://www.crossfitinvictus.com/wod/February-18-2022-performance/,".
“Mind Muscle” Overhead Movement Prep
Followed by…
Kettlebell Swings x 15 (nasal breathing only)
Wall Slides x 5 @ 3131
Kettlebell Swings x 15 (nasal breathing only)
Static Hang x 60 seconds (accumulate time if needed)
Kettlebell Swings x 15 (nasal breathing only)
Pec Activation
x 60-90 seconds
Kettlebell Swings x 15 (nasal breathing only)
Then…","Every 2 minutes, for 8 minutes (4 sets) of:
Shoulder Press
*Set 1 – 3 reps @ 60-65%
*Set 2 – 2 reps @ 70-75%
*Set 3 – 1 rep @ 75-80%
*Set 4 – 1 rep @ 80-85%
Followed by…
Every 3 minutes, for 15 minutes (5 sets) of:
Shoulder Press x 1 rep
*Set 1 – 1 rep @ 90-93%
*Set 2 – 1 rep @ 93-96%
*Set 3 – 1 rep @ 96-99%
*Set 4 – 1 rep @ 101-103%
*Set 5 – 1 rep @ 101+%
Compare results to September 27, 2021.","“Helen”
Three rounds for time of:
400 Meter Run
21 Kettlebell Swings (24/16 kg)
12 Pull-Ups
Compare results to September 27, 2021."
2022-02-19,February,19,2022,Saturday,https://www.crossfitinvictus.com/wod/February-19-2022-performance/,".
Every minute, on the minute, for 12 minutes:
Minute 1 – Handstand Hold Work x 34-45 seconds
Minute 2 – Roll to Candlestick x 10 reps
Minute 3 – Overhead Stability Hold x 30-45 seconds
(if you don’t have a Bamboo Bar, kettlebells, sandbag, plates, whatever is challenging!)
Followed by. . .
Every 3 minutes for 9 minutes:
60 second Goblet Squat Hold
5 Dumbbell Squat Jumps (light)*
10 Second Assault Bike Sprint
*Squat Jumps: Dumbbells by side, touch either front or back head of the dumbbells to the floor and explode up into a max vertical leap.
Then…
In teams of three, alternating complete rounds, complete as many rounds and reps as possible in 15 minutes of:
15 Calories of Rowing
12 Thrusters (95/65 lbs)
9 Toes to Bar
Rest until the running clock reaches 20:00, and then…
In teams of three, alternating complete rounds, complete as many rounds and reps as possible in 15 minutes of:
12 Calories of Rowing
9 Burpees Over the Erg
6 Devil’s Presses (50/35 lbs)",,
2022-02-21,February,21,2022,Monday,https://www.crossfitinvictus.com/wod/February-21-2022-performance/,".
“Mind Muscle” Complete Snatch Warm-Up
Followed by…
Two Sets w/ PVC or empty barbell:
5 Muscle Snatch, 5 Overhead Squat
4 Power Snatch, 4 Overhead Squat
3 Squat Snatch, 3 Snatch Balances
2 Squat Snatch, 2 Press in Receiving
*Every new line means take a short break before moving to the next movements.
Then…","Every 2 minutes, for 24 minutes (12 sets):
Snatch x 1 rep
*Start at approximately 60-65% and build to a new 1-RM Snatch.","Complete as many rounds and reps as possible in 12 minutes of:
4 Wall Walks
12 Alternating Dumbbell Snatches (50/35 lbs)"
2022-02-22,February,22,2022,Tuesday,https://www.crossfitinvictus.com/wod/February-22-2022-performance/,,,
2022-02-23,February,23,2022,Wednesday,https://www.crossfitinvictus.com/wod/February-23-2022-performance/,".
10 Slow and Controlled
Deep Squat Progressions
10 Slow and Controlled
Kettlebell Ankle Pulse
(per side)
Followed by…
Two sets of:
30 Seconds Banded Monster Walks (forward)
30 Seconds
Banded Monster Walks
(backward)
30 Seconds Lateral Banded Walk (right)
30 Seconds
Lateral Banded Walk
(left)
30 Seconds Band Resisted Walking Plank (right)
30 Seconds Band Resisted Walking Plank (left)
(Place a band on the rig close to the floor. Loop the band around your waist and assume a plank position. Walk as far away from the rig as possible while assuming a good plank position)
Then…","Every 2 minutes, for 10 minutes (5 sets):
Back Squat
*Set 1 – 5 reps @ 55%
*Set 2 – 5 reps @ 65%
*Set 3 – 3 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 2 reps @ 90%
Followed by…
Every 3 minutes, for 6 minutes (2 sets):
Back Squat x 6-8 reps @ 80%","Complete as many rounds and reps as possible in 12 minutes of:
3 Strict-Handstand Push-Ups
6 Strict Pull-Ups
12 Alternating Pistols (single-leg squats)"
2022-02-24,February,24,2022,Thursday,https://www.crossfitinvictus.com/wod/February-24-2022-performance/,".
10 Slow and Controlled
Deep Squat Progressions
10 Slow and Controlled
Kettlebell Ankle Pulse
(per side)
Followed by…
Two sets of:
30 Seconds Banded Monster Walks (forward)
30 Seconds
Banded Monster Walks
(backward)
30 Seconds Lateral Banded Walk (right)
30 Seconds
Lateral Banded Walk
(left)
30 Seconds Band Resisted Walking Plank (right)
30 Seconds Band Resisted Walking Plank (left)
(Place a band on the rig close to the floor. Loop the band around your waist and assume a plank position. Walk as far away from the rig as possible while assuming a good plank position)
Then…","Every 2 minutes, for 10 minutes (5 sets):
Back Squat
*Set 1 – 5 reps @ 55%
*Set 2 – 5 reps @ 65%
*Set 3 – 3 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 2 reps @ 90%
Followed by…
Every 3 minutes, for 6 minutes (2 sets):
Back Squat x 6-8 reps @ 80%","Complete as many rounds and reps as possible in 12 minutes of:
3 Strict-Handstand Push-Ups
6 Strict Pull-Ups
12 Alternating Pistols (single-leg squats)"
2022-02-25,February,25,2022,Friday,https://www.crossfitinvictus.com/wod/February-25-2022-performance/,".
10 Minutes of Assault Bike or Rowing @ 70-75%
Followed by…
Banded Pec Stretch
T-Spine Opener
Banded Lat Stretch
Band-Assisted Anterior Pec Stretch
Single-Arm Hang from Bar x 30 seconds each arm
Followed by…
5 Minutes of Assault Bike or Rowing @ 80-85%
Followed by. . .
Every 6 minutes, for 12 minutes (2 sets) of:
12 Dumbbell Squat Jumps (35-50/25-35 lbs – touch one head of DBs to floor)
9 Dumbbell Front Squats
6 Inch Worms
30 seconds of Plate Hops
400 Meter Run
Followed by. . .
Two rounds at desired event pace of:
2 Wall Walks
6 DB Snatches
6 Box Jump-Overs
Perform movements and transitions at “game speed,” ensuring that you can “feel” the pace of the event. Then be ready to replicate it when you hear “3,2,1,GO!”
Rest 5-10 minutes, and then…
“CrossFit Games Open Event 22.1”
Complete as many rounds and reps as possible in 15 minutes of:
3 Wall Walks
12 Dumbbell Snatches
15 Box Jump-Overs",,
2022-02-26,February,26,2022,Saturday,https://www.crossfitinvictus.com/wod/February-26-2022-performance/,".
“Mind Muscle” Hip Adductor Stretch with Eccentric Loading
Followed by…
Three Sets of:
Dumbbell Complex x 1 rep
Rest 45-60 seconds
One rep of the Dumbbell Complex (start in plank) =
Right Arm Row
Push-Up
Left Arm Row
Push-Up
Jump to standing
Dumbbell Clean
Front Squat x 2 reps
Push Press x 2 reps
Then…
In teams of 5, with only one teammate allowed per station, complete as many rounds and reps as possible in 30 minutes of:
Station 1 – 300/250 Meter Row
Station 2 – 30 Wall Ball Shots
Station 3 – 20 Dumbbell Push Press
Station 4 – 25/15 Calories of Assault Bike
Station 5 – Rest",,
2022-02-28,February,28,2022,Monday,https://www.crossfitinvictus.com/wod/February-28-2022-performance/,".
Two sets with a barbell or kettlebell:
Barbell Good Morning x 10
Behind the Neck Push Press x 10
right into…
Snatch Grip Overhead Reverse Lunge x 10
Followed by…
Two sets of:
Run in Place Drill
x 20 seconds
Forward Run Drill
x 30-50 foot
Double-Under practice or Double-Unders x 20-30 seconds
Then…
Every 9 minutes, for 36 minutes (4 sets) for times:
80 Double-Unders
800 Meter Run
10 Ground to Overhead (135/95 lbs)
Note times for each set, then sum them for overall working time. Your goal is the lowest possible working time.",,
2022-03-01,March,1,2022,Tuesday,https://www.crossfitinvictus.com/wod/March-1-2022-performance/,".
10 Slow and Controlled
Deep Squat Progressions
10 Slow and Controlled
Kettlebell Ankle Pulse
(per side)
Followed by…
Two sets of:
30 Seconds Banded Monster Walks (forward)
30 Seconds
Banded Monster Walks
(backward)
30 Seconds Lateral Banded Walk (right)
30 Seconds
Lateral Banded Walk
(left)
30 Seconds Band Resisted Walking Plank (right)
30 Seconds Band Resisted Walking Plank (left)
(Place a band on the rig close to the floor. Loop the band around your waist and assume a plank position. Walk as far away from the rig as possible while assuming a good plank position)
Then…","Every 2 minutes, for 10 minutes (5 sets):
Back Squat
*Set 1 – 5 reps @ 55%
*Set 2 – 5 reps @ 65%
*Set 3 – 3 reps @ 75%
*Set 4 – 2 reps @ 85%
*Set 5 – 2 reps @ 90%
Followed by…
Every 3 minutes, for 6 minutes (2 sets):
Back Squat x 10 reps @ 70-75%
(goal is to use these two sets to find a 10-RM)","Complete as many rounds and reps as possible in 12 minutes of:
3 Bar Muscle-Ups
12 Alternating Single-Arm Dumbbell Snatches (50/35 lbs)
12 Dumbbell Box Step-Overs (50/35 lbs to 24″/20″ box)"
2022-03-02,March,2,2022,Wednesday,https://www.crossfitinvictus.com/wod/March-2-2022-performance/,".
Shoulder Circuit
Bicep Openers
x 10 reps
Xiopang
x 10 reps
Bent Over Rows
x 10 reps
Bicep Curl + Push
x 10 reps
Followed by…
Three sets of:
Bear Crawl x 20 steps forward
Bear Crawl x 20 steps backward
(Sub Box Bear Crawls x 45-60 seconds if space is limited)
Suitcase Carry x 50′ feet each arm
(Keep the shoulders square – no leaning)
Then…","Every 2 minutes, for 10 minutes (5 sets):
Bench Press x 5-6 reps @ 20X1
Followed by…
Every 3 minutes, for 6 minutes (2 sets):
Bench Press x Max Reps @ 90% of today’s heaviest set","Three sets for max reps:
90 seconds of the following…
9 Burpee Box Jump-Overs + Max Reps of Strict Handstand Push-Ups
Rest 30 seconds
90 seconds of the following…
9 Burpee Box Jump-Overs + Max Reps of Strict Pull-Ups
Rest 30 seconds
90 seconds of the following…
9 Burpee Box Jump-Overs + Max Reps of Toes to Bar
Rest 30 seconds"
